ID,Title,Date,Dream,Dreamer,Dreamer alias,2020 Reference,Real Date
152,,31/5/2020,"I was redecorating my mother’s room. The paint on the walls was old and chipping and the carpet was raggedy. I gave her some art and she loved it but wanted to take it somewhere to be finished. I was visiting a hotel and I couldn’t afford to stay there, I was waiting for a friend that had a room key. Staff kind of found me locked in the hallway with posters, I was staging a protest the following day. I had a million bags and posters and markers and nothing was organized. I felt really flustered. There was a family of 8 that needed help figuring out how to get jobs and who was old enough to work and I couldn’t figure out what they should do.",Dreamer 9,Tita,BLM,26/4/2020
153,,1/6/2020,I had a dream of a memory from a past life. I was a colonizer. I lived in colonial America. I was a white man. I had a child with an indigenous woman and she died during childbirth. I had a boy and I went crazy. My experience with this indigenous woman opened my eyes to the injustice of what was happening around me. I self medicated with alcohol. We lived in a small apartment above a bakery building. I was the town crazy person. When my child was about seven I totally lost it and was taken away. I think the jail or something like that or a nut house. I knew I was about to be taken and I can still see the look on my son's face when I told him I would never see him again and I was so sorry to leave him alone in a town where he really didn’t belong. I wished I could take him to his tribe back to his people because I knew these people wouldn’t care for him.,Dreamer 9,Tita,BLM,13/5/2020
154,,2/6/2020,Dreamt that Angela Davis came over for tea. My husband knew her somehow from work she did with the police department. She was an activist and didn’t shave her legs. She was showing us sock stays that clip onto her socks so they don’t fall down. We lived in a tiny loft apartment and the kitchen was so narrow. My husband took up most of the space. He kept talking over everyone and Angela and I both asked him to leave. He kept talking about the ghetto and I was so uncomfortable. Margaret came to visit and had her kiddos and my nieces too! The kids immediately played in the tiny atrium in our apartment that had a tree and some animals. Margaret hugged Angela and we all sat down to have some snacks and tea and the kiddos sat around and listened to stories of revolution!,Dreamer 9,Tita,BLM,5/6/2020
155,,3/6/2020,"I was almost like trapped in a housing complex. Where every house was the same. I was supposed to sell the houses to new members of the community. It was all brown people from different ethnic backgrounds. I was taught how to do the job but I wasn’t doing it well. There was this Beautiful man, Naveen Andrews, that lives there and he was helping me get acclimated. There were seminars every day in the courtyard. Everyone was so calm and collected and moved so gracefully. I didn’t. My stuff was everywhere. My motorcycle was in the middle of the impeccably landscaped garden and I had to move it out during a seminar and it was so distracting and noisy and awkward. I had my first tour I was giving and I had all the paperwork for each person and they all were completely different but I could only remember one name and I kept calling them all the same name, Sheera. I was so embarrassed. I sold one house to one of the people who was In love with Naveen. She also hated me for being so close with him.",Dreamer 9,Tita,BLM,6/6/2020
156,,4/6/2020,"In a new neighborhood that we had designed during the revolution. It was a mixed race neighborhood. Lots of brown folks and black folks and some white folks. There were a lot of shared open spaces and tiny individual apartments and mixed use living situations. Kind of like communal living. There were tons of community gathering places— there was a space for black men and boys to gather and workout and be in community, right next to the juice bar in a beautiful part of the block. There were rainbows and murals on buildings. There was a long line at the juice bar and my sister and I were looking for a new apartment for her but we couldn’t find the location we were given. We decided to just enjoy the day anyway and get a juice and hang out in the garden. We went back to my place and I walked over to my friend Nikki’s because we were going to go out that night together. We were driving and all of a sudden there was some kind of lock down/shut down. Two cars blocked our exit and we were kind of stuck inside a parking structure. The lights were all shut off and it was pitch black. We were driving slowly and then I started screaming for her to stop driving and insisted that we had to get out and walk. I couldn’t explain to her that we were driving over black and brown humans that were laying face down. I saw what we were doing but didn’t know how to stop it.",Dreamer 9,Tita,BLM,9/6/2020
157,,5/6/2020,"It was the future or it was really old, Sofia had gone away for a diplomatic mission to try to evade war. To go speak sense into some council of leaders. We all helped her prepare for the mission by resourcing her with different things she might need. There were children everywhere playing. I was scolding some that were misbehaving. We were all in outside buildings/ structures in our village; there were no doors or roofs. Everyone was tending things. I was watching the children and a spider crawled up my arm to tell me something, looked at me, and bit me. And I was bleeding. I was lying on an outdoor lounge bed thing and the blankets were all white and a drop of blood fell onto the blankets. So I told Sofia there would be blood. She came into the bed and everyone else did, too. We all cuddled and sang something I can’t remember. And she went off. When she came back she had blood for us to drink And told us we were free. The blood we drank was from our enemies.",Dreamer 9,Tita,BLM,8/7/2020
158,,6/6/2020,"I was at my childhood home and Bea was there with me. My childhood home was on a really busy street and I would often see people that I knew drive by and some people would stop by if we were outside in the front. We were sitting at a picnic table on the corner and some people started trickling in from my past and it was like a block party. There was food and people were singing karaoke I think or call in response and the party kept going until the evening. This girl that I don’t know who kind of looks like Avril Lavigne but more severe came through. Everyone really liked her and she was very charismatic and kind of abrupt, but in a way that was charming. She started singing and then into the evening she started singing worship songs like Jesus church songs. I was like what is this? I wasn’t down but everyone was immediately down and then at the end of the evening she pulled me and Bea aside and started talking about her funeral. We didn’t know her so we asked, “Oh are you like terminally ill?” and she’s like, “No, but I plan to die tonight.” Again I’m shook, but Bea seemed fine. She proceeded to tell us that she wanted us to sacrifice her to absolve humanity of its burdens and sins, like she was the second coming of Christ - she didn’t say that but that was the vibe. I didn’t want to do it but everyone else seemed totally down to do it. I also didn’t believe her that she wanted to do that. I kind of thought that maybe she was suicidal but because she was so religious she couldn’t kill herself so she needed somebody else to do it, so she was using the situation to her advantage to get into heaven. We turned on the incinerator which for some reason was in my backyard and prepping for the sacrifice. I asked her what she wanted her story to be when people were investigating this act and she said that no one would find out that it happened so there wouldn’t be an investigation and then I woke up.",Dreamer 9,Tita,BLM,11/9/2020
159,,7/6/2020,I was in Hawaii at a huge all-inclusive Resort Hotel with a family (that was not my family) and we couldn't get back home. Cameron was there (and I was ready to stay b/c he was there).,Dreamer 5,Phoenix,pandemic,15/2/2020
160,,8/6/2020,"I was in Los Barrilles, BCS with my cuz Bobby and we were driving a dune buggy around as we searched for a new place for me to live. I moved to what I initially thought was Santa Barbara, CA, but after I witnessed my roommate cheating on her boyfriend she kicked me out (Note: I'm married, with no female roommate except my daughter). After she kicks me out, I walk out the door and into Baja (a portal door) I see flying cop cars (odd for Mexico, I think to myself) and a police armada. I get injured in the commotion with the Policia and my cuz Bobby picks me up in the dune buggy. We pass by Tio Pablo's (a restaurant in LB, BCS that I've been going to since I was 6 years old) on the way to find me a new place and a mexican girl runs in front of the dune buggy and I slam on the breaks ... and wake up.",Dreamer 5,Phoenix,BLM,28/3/2020
161,,9/6/2020,"I dreamt that I was out doing errands without a Mask, and I was the only one not wearing one. People became angry with me.",Dreamer 5,Phoenix,pandemic,17/4/2020
162,,10/6/2020,"I traveled again on the Einstein-Rosen bridge (or Bi-Frost) to a place where I found myself Face-to-Face with Madame Helena Blavatsky (Russian Medium/Occultist/Akashic Records) and from what she told me, I was her in a Past Life (which I actually already knew, but I'll take the confirmation), so I was actually time traveling to her lifetime to receive a message from myself. She told me this: ""to continue her (my) work, and to read all of her writings, and that I will know what to do. And this is the most important thing, find her LOST writings, as they apparently still exist in 2020.""",Dreamer 5,Phoenix,pandemic,25/4/2020
163,,11/6/2020,"George Floyd came to me confused about where he was. I was able to help him to the otherside, but he stayed close to me for a day or two before moving on...this was no dream. This was pure magic, and the first time someone I do not know personally has asked for my assistance to help them pass into the spirit realm.",Dreamer 5,Phoenix,BLM,25/5/2020
164,,12/6/2020,I had a dream about the house on Rauscher Dr. - one of the houses we looked at yesterday.,Dreamer 5,Phoenix,pandemic,13/8/2020
165,,13/6/2020,"Had a dream that we ended up getting the house on Rauscher Dr. in Reno and that we fixed it up nice. I don't remember a lot of details, just that of brightness, light and love.",Dreamer 5,Phoenix,pandemic,19/8/2020
166,,14/6/2020,"I was wearing a face mask and foot mask and they kept peeling off. They were orange and I felt like I was very vulnerable but also safe. There were no other people around, I was in kind of a blurry void. Also, I think it was me but it didn’t feel personal. I frequently have dreams where I am someone else. This was kind of on the border of that.",Dreamer 10,Vera,pandemic,24/12/2019
167,,15/6/2020,"I was up in Maine at my grandparents cottage on the lake and they were alive, or at least my grandfather was, and my dog and my ex Rory were there. I woke up with bugs crawling all over me and they were clearly ticks. Rory and my grandpa started pulling them off of me. In my dream this was related to my health stuff now.",Dreamer 10,Vera,pandemic,20/1/2020
168,,16/6/2020,I was wearing a fancy red dress and working some high level job as a politician. Some type of emergency (maybe a government attack) happened when I went to the bathroom. Some man I worked with in dream but not in real life followed me to the bathroom. I changed and then I woke up.,Dreamer 10,Vera,election,6/3/2020
169,,17/6/2020,"Had a dream I was part of an elite team of women who fought crime/corrupt politicians. I lived on the 10th floor penthouse apartment with a pool. Often marines would climb up trying to get into my apartment and once there was a guy who knew my ex from when I was 19-21 named Will. Will was a marine I was dating when my mom died in real life. Later in the dream I was running and fighting on a moving train with the group of women. We were fighting amongst ourselves over leadership and also fighting Donald Trump who was on the other side. Then suddenly I was driving a submarine but didn’t want to take it deeper because we were in shallow water. Then Donald Trump got out at a stop and I followed him. Other women from my team joined and there was a ceremony. He kept trying to relate to me and I was cordial. We were in a stadium and as we were waiting I sunk into Warrior 1 pose deeply bending my right knee. I raised my arms and readjusted my back left leg as it was very wide out. I noticed other women doing it too. Later in the dream, I went back to fighting covert ops of both women who were double agents and attacking Trump. It was night in my dream and there was a lot of deception to watch out for.",Dreamer 10,Vera,pandemic,7/3/2020
170,,18/6/2020,"I was driving down this road going over the speed limit. The sign said 50, although it was in a neighborhood so I knew it was over, and I missed a stop sign. It was overcast. I pulled into a parking lot and a woman was standing outside with a dog and talking to the news and then to me about washing her dogs - we kept our distance. Then I was visiting an acquaintance- someone I knew from a young widow’s meetup group years ago who married another young widow from our group and then divorced them. We were washing these grimy pots and pans off of the stove at his house which I’ve never been to and I asked about visitation for the step kids. Then I went to drive around looking for a gift of plates but all of the stores were closed. I remember bashing Trump in a few conversations.",Dreamer 10,Vera,pandemic,23/3/2020
171,,19/6/2020,"It was dark. The whole world was quiet. I was recruited into a church type thing where we met in houses, then it became more organized and I became an organizer with my friend who is a nurse. We were organizing Sunday school type activities for the kids, in my dream it was just organizing all of the schedules. There was something unsettling about all of it though; it felt cult-ish. Not something I would do in real life.",Dreamer 10,Vera,pandemic,25/3/2020
172,,20/6/2020,"First I was at my old house growing up but I don’t know if I was me, I felt like my mom or like that time period, too. Then I was in my grandparents’ old den on their couch. I was watching footage of myself doing downhill skiing and crashing on a course that day, and there was a guy there tall and lanky. I’d never met him and he kissed me on my forehead and asked if I wanted to stay there tonight or go home. I was home, and then my Aunt Grace from my dad’s side of the family was there and demanding to use the phone to argue with the customer service people for “antiviral” toothpaste. I took the iPad and was annoyed with all of the people so I went to the den, and couldn’t figure it out. I called my nieces who we called “the reds” to try to get their help calling. We just kept getting disconnected.",Dreamer 10,Vera,pandemic,28/3/2020
173,,21/6/2020,"I had a dream I showed up in this house in the dark with the lights on. It was a cottage. There was a group of people already there. I knew I had been there in dreams but not in real life. It was attached to another house behind the driveway. The house had brown shingles with white icicle lights on it. I think it was winter. I was looking inside a window. There were people and they all knew each other but I didn’t know them. I think it wasn’t their house either- they were sheltering there where they were able to survive. There was an old dog bed that did not match the dog in the picture on the counter. I felt sad. There was a peanut butter jar, and I had a taste and threw away the knife and this made the group tell me (they spoke to me as one, not as individuals): “that was a rookie mistake!” But it was not friendly. It was immediately safe but also dangerous, and I could not stay. I did not fit with them. I went to the back of the house and down to a small restaurant. There was a Jacuzzi with a lock on it. I think the dream before that I was walking the streets and there were police out everywhere. In another part before that I was driving around and I should not have been driving around, it was dark.",Dreamer 10,Vera,pandemic,6/4/2020
174,,22/6/2020,"I was in a dimly lit yoga class in what looked like a barn or wooden room and there was a front section for people who could practice on a mat and I was in the back on a seated section where it was darker. There were people with me but it was hard to see them. It was a teacher I used to see a lot on Sundays, and it was a class I used to go to every week before I got POTs.",Dreamer 10,Vera,pandemic,12/4/2020
175,,23/6/2020,"I was at a school or something and Trump was taking a helicopter to come and give a talk and when he arrived he was on roller skates or rollerblades and he was being followed around by aides also on roller skates. I looked down at the ground and it was not smooth, it was textured. I went to a hand washing station and this nurse was just sitting there watching things spill all over the floor. I washed my hands and went to get towels from the locked closet but had trouble remembering the code.",Dreamer 10,Vera,election,17/4/2020
176,,24/6/2020,"I was with my sister and her soon to be ex husband and we went to watch a parade but we had to stay in a big van and keep changing spots. My cousins were there, actually a lot of my dad’s side of the family was there. My finger was on the ground. There were cigarette butts on the ground. My finger was there from last year and I thought to myself that it was too late to reattach it. The parade came and my friend Emily came out of the window across the street all dressed up in an old school dress, dancing and having fun with two other women. They were having fun and yet on our side we were cramped in this van. The parade was a funeral and a big brass band was playing and the song was my favorite cover for a brass band (in real life) and also my mom’s favorite (she’s passed but she loved Allison Krauss version). The song is “I’ll fly away.” Suddenly I realized we were at a funeral and the second line was coming. I went to go get something from the back - I think it was something to write with - and lost my space at the front where I could see. I wanted to get out but the finger and cigarette butts were on the ground (I do not smoke in real life). It was dark and swampy, not day or night. It was later and I was in New York and there were flashing signs and grey gravel streets and I was with someone, a younger black man who had short braids in his hair, he was medium build and we were looking for someone at a scene. We were in the ruins of something and I thought we were uptown or in BK but then I realized we were closer to 90th street. I used to live on 89th in real life. I was back on the ground somewhere picking up trash and frantically trying to clean up this backyard dirt area where there were cereal boxes and cigarettes, and shove them into black trash bags. I felt panicked.",Dreamer 10,Vera,BLM,23/5/2020
177,,25/6/2020,"I was in a neighborhood of people I don’t know and they invited me to come for a dinner in a garage. There were poster signs everywhere and there was a large blonde woman and some younger blonde children. She was celebrating something and making everyone food. When I came by I introduced myself and sat down and put on a face mask. She got angry with me and said, “You don’t need that here! This has ruined the summer for my granddaughters!” pointing to them. I said, “It’s really ruined the lives of people who died, and she said, “Name them, name your patients!” I tried to explain that I couldn’t for HIPAA and that I worked in mental health and that many people are impacted right now in many ways, but she was so angry, foaming at the mouth and said, “I don’t want you to have a plate anymore you can leave!”",Dreamer 10,Vera,pandemic,29/5/2020
178,,26/6/2020,"Another dream. I was with a younger black man and woman, they were wearing protective gear but I don’t think I was really a character/actor just a witness in the dream. They were in combat. They locked the door with the kind of lock that is a circular handle that closes safes. They were exchanging fire with people across the street. It was all under control. It was measured and it felt like the future.",Dreamer 10,Vera,BLM,31/5/2020
179,,27/6/2020,"I was on several floors of a house with a circular staircase and I’ve never been there. I think I was me. I was trying to get to the top for privacy and peace just to rest and there was a white soaking bathtub and a white cozy clean looking bed and I wanted to get clean and get in bed and rest but some force or somebody kept calling me back, calling me back like gravity pulling me down from this room.",Dreamer 10,Vera,BLM,20/6/2020
180,,28/6/2020,"One of the PTs I cotreat with at work was in it. I went to lunch but it was all outside in cement stone, but I was scared to be around people and to leave my unit. One of the PTs who is assigned to my unit but also works COVID came over to me, I saw her and she smiled. She had a rainbow around her, like reflected off of her. She sat down and said “we have to show them all how to love, okay?” She was very serious. I nodded. This was not what I was expecting, given her personality. I asked if something was wrong. She just seemed changed like a layer removed and older. It was dark and gray and blue and she was so colorful.",Dreamer 10,Vera,pandemic,28/6/2020
181,,29/6/2020,I’m struggling to recall everything but I have these intense memories of being with a group of people and bonding intensely because we had to and meeting in an apartment in a dark apartment somewhere. I don’t know if I was me but then we all got into this train together and someone else had to drive it. This woman had to be the driver and it was like these go-karts on a roller coaster almost and we went straight at first and then we made a turn and she was like “oh shit” and we had to go completely vertical and we did. We went to the top and it was like we were in New York but San Francisco at the same time. The woman who was driving it was black and it was this mixed group cross-section of American society.,Dreamer 10,Vera,BLM,19/7/2020
182,,30/6/2020,"I’m talking to someone else remembering a time with my daughter. I’m a black woman - black with very little hair and a strong body. My daughter and I ran away. I think I’ve dreamt about them before running. This dream was both flashing back to the work on something that looked like present day and then flashing to a memory reel, some of it like old pictures. The current flash was this embodied sense of hard work - we were working with a group of people on these box cars to outfit them for something; there was conflict and confusion amongst us but out in the world there was war. We had to work stealth and fast, always at night and these boxcars had to be undetected. The flash to the scenes with the daughter haunt me. I can almost hear her voice and she’s talking about going to New York City and riding around in the backs of trucks and the image is the mother and daughter in a black and white picture in the back of an old truck holding onto a mattress and the narrator is talking about letting her daughter decide where to go and zooming in on the daughter’s face smiling but it’s sad and creepy feeling like something bad happened to the daughter and it just made me want to turn my light on as I write this. It’s in black and white. Then I woke up.",Dreamer 10,Vera,BLM,20/7/2020
183,,1/7/2020,"I had a dream my dad came to visit me and my sisters and we were all in one location together. Something happened and he needed to leave a day earlier because he thought he had gotten a plane ticket for one day but it’s actually for another – this would happen to my dad in real life! But with strangers in the dream on the last day he came to see me we went to go have a meal and it was COVID and he had been having a meal with somebody the day before and I was really nervous about it, so I suggested just staying at home. Something happened during the meal where he just stopped talking and he was telling me how much he loved me and he was wearing a red shirt. I don’t know, but for some reason I felt like it was the last time I would see him and he looked a little younger maybe like he would’ve 15 years ago during this dream. In any case when I woke up it was the strangest feeling.",Dreamer 10,Vera,pandemic,26/7/2020
184,,2/7/2020,"I was with ex Rory and he was driving a car and it was familiar in the dream, but not in real life. Some workers outside are wearing masks and some not. We drove by an outdoor jewelry store (all stores have moved outside) and I thought I saw people taking things and commented that if I was security I would have to be careful not to assume everyone was guilty. Then I was in an apartment with a woman who reminded me of a famous actress and people from work - we were going to make a meal for everyone and it was a big deal. We wore name tags and I had a bandaid on my finger that kept slipping off. The woman was annoyed with me...she was very polished. When we were all settled I pulled four Oracle tree cards for the table and then went around the table to have people pull their cards based on the four I pulled, and read them. I got to the first person and then the second person was the security guard at my unit, this huge guy named Arshis. He’s been in my dreams before. He pulled a card I knew what it would be because when I pulled it I knew it was his, and I said “I knew you would pull that card!” And I started to read it but couldn’t pronounce some of it. It was in Polynesian and then I said “love.” He looked out the window and there was smoke billowing out of the windows of the building to the right of us, like a c-shaped building, and we all went back to our rooms to change and grab our bags to evacuate. The lights went out and I couldn’t find any clothes that fit. Then I woke up and my heart was racing.",Dreamer 10,Vera,pandemic,22/8/2020
185,,3/7/2020,"River, Highway 280, dark, my dog Pinto, paddle board, watch slipping off, Pinto almost going, Rory on phone, smoke, storm coming, return tomorrow to get watch with Rory. With a group of people from work like on a field trip going to a care home and schools. All wearing masks like it’s a part of daily life. There are some of my psych patients there too and this lady giving a tour is an OT, but I can’t place her for some reason.",Dreamer 10,Vera,pandemic,23/8/2020
186,,4/7/2020,"Whoa. I was at a magical place that had been deserted on the coast. The top was a big meeting type area and if you hiked down about halfway there was a pool and hot tub in the woods with cool lights, and then another mile down was the ocean. Imagine like a tropical Esalen with a mile between cliffs and beach where you could reach the beach safely and warm enough to swim all the time. The first part of my dream I was exploring this landscape alone and barely came across other people. The second time the dining area had reopened and I was in line for dessert and there was cheesecake, but everything looked fake, like not real food. The next time I was there for a weekend with a group of people, all younger than me. We went all the way down to the ocean water and it was pitch black but we lit it up somehow by swirling around in the water, and people were standing and sitting on the edge watching us. It was provocative but not blatantly sexual; it felt more like we were sharing love than having sex but to outsiders, someone commented when we were walking back up “thanks for the show, I’ve been here 60 years and never seen one like that.” I felt embarrassed at the time, like they thought we were disinhibited on drugs or drunk but we weren’t. Then we started walking to the top and it wasn’t nighttime anymore but no sun; it was all gray. There were people who looked homeless (holding small signs) seated wedged in with people enjoying the view. There was an ex boyfriend of mine from high school and I went to say hi. He made a comment about me being seen down below and something about white girls (he is black If this is something meaningful) and seemed angry with me. This was not the response I would expect after 20 plus years of not seeing each other. Then there were more people out and I started walking towards the entrance when three people with huge banners came tumbling down into the crowd and someone yelled “get them out of there! Here we go again!” and it was the people carrying the small sign who were kicking out the big banner people. At the same time a police van pulled in with a man wearing gold spray on pants (you could see where they were coming off) and he was saying “just call my PO,” with a bit of a twangy accent. I looked up at the sky and it was grey/green muted and I felt like I was watching a movie. When I looked down I was back in my apartment but with that same group - one other woman and two men and we were trying to decide what to do. I don’t think I know them in real life but they were familiar. I remember feeling out of my element and too old to hang out with them and kind of wanted to just have them leave, then I woke up.",Dreamer 10,Vera,BLM,25/8/2020
187,,5/7/2020,"I was at work but we were also on a big boat? It was laid out differently but for some reason it seemed familiar. The OT room was empty and I was putting things away and my laundry basket was there from home for some reason. I looked up and didn’t see cameras in the room (many of the work areas have cameras) so I started taking my clothes off, but before I could change someone came in and was like, “they can see you!” So I ran out naked. I saw one of the security people behind a booth and he also had his shirt off. I went to go see what was going on. He said it was all clear. I went back to the room and two of my colleagues came in laughing and talking about hair dye. I went for a walk and suddenly was below deck. I went to try to get up but there was only a ladder and I was wearing a backpack and felt unsteady when I got to the top rung, so I got down and when I did there was a man trying to escape/elope! He was wearing a green and white neon shirt and holding a bag. He saw me and tried to run and other people were chasing him, too. Then I went back up on an elevator and it was huge. I saw the security guard Arshis as he was leaving for the day and I said, “I’ll walk out with you.” I walked to the train station off of the dock of the boat. I got on the train. We sat down and both of our shirts were off. I just put my head on his shoulder and sank into him. It felt safe. It wasn’t sexual, it wasn’t even really romantic. Our heads were close together and I remember thinking in the dream that he could kiss me and I wouldn’t stop him but that would ruin the moment.",Dreamer 10,Vera,pandemic,6/9/2020
188,,6/7/2020,In my dream I was meeting with a man who was supposed to be a hands on healer but he was also creepy and I was trying to avoid him. He was going around visiting people and I was hiding from him in the bathroom. It was dark. We were near an ocean. Covid was happening or still happening because of masks and I was worried about people being too close.,Dreamer 10,Vera,pandemic,19/9/2020
189,,7/7/2020,"I was me I think and I was with a group of other people I’ve never met. We were at a store of some kind, maybe a children’s store and people were not wearing masks. Something happened: one of the men was bad and he got injured. He tried to take me and run away but I ran with another woman and I didn’t quite trust her either. We were suddenly driving at night on the streets where I grew up (kinda) and all the kids were camped out in tents on the football and soccer fields at night and only some of them were wearing masks.",Dreamer 10,Vera,pandemic,19/9/2020
190,,8/7/2020,"I was at the airport and I was looking for someone and the security guard from work was there, Arshis. I was trying to hide from him but also be found? It was dark and there were so many people around and nobody was wearing masks.",Dreamer 10,Vera,pandemic,26/9/2020
191,,9/7/2020,"I was walking around a crowded downtown area and stepping in between and over people seated in restaurants. Nobody was wearing masks and it was making me so nervous. I went into a bakery and in my dream it was a place I knew and liked, but I didn’t stay in line even though they were offering full size samples of lemon bars. I turned around and this trashy guy put his hand on my breast! I was so mad I yelled at him.",Dreamer 10,Vera,pandemic,29/9/2020
192,,10/7/2020,"Two scenes where there was a neighborhood restaurant or group of restaurants and we needed goggles and masks to go in and some cost extra money. There was a seafood place that you could hear and see from there with weird old time music playing and red checkered stuff everywhere. I don’t know if it was this same dream or not but I was with my ex Rory and other guys showed up as part of our group or nearby. One of them, after much time, angrily came up to Rory and said, “You don’t give her any affection, dude what is wrong with you!” He was vitriolic and I tried to calm him down but he stormed off.",Dreamer 10,Vera,pandemic,1/10/2020
193,,11/7/2020,"I was in an apartment somewhere and it was shared with another person like a roommate. My ex Rory was there and he was making fun of me but also asking me how to sit for meditation. I showed him first how to sit just on his heels. Then I shared a butterfly position, then easy sit, half lotus, and full lotus. I’ve never been able to sit in full lotus (usually easy sit or half with left leg up) but when I did, it felt wonderful. So grounding, so balanced, so energetically healing.",Dreamer 10,Vera,pandemic,8/10/2020
194,,12/7/2020,"I was working on my unit with a Spanish and English speaking patient, we had an interpreter coming but the patient kept speaking English so the interpreter was frustrated. The patient told me something and when I went to go look it up I had to call my bank because money was missing and the bank was reminding me to calm down. I went looking for the patient when I was done and she was so angry she was writing lists of all kinds of things. I went to find poster presentations of people of color (no idea why) and there were these old black and white photographs of black sailors. The interpreter says she was not like this last time and I was like, “Oh you should have seen her the time before.” But I don’t know why I said that, it didn’t feel true.",Dreamer 10,Vera,BLM,9/10/2020
195,,13/7/2020,"We were running downstairs in a building with old American flags. It was an old, old building with white men in powdered wigs and I knew we were in Philadelphia, but there was word that Thomas Jefferson was there. I was running downstairs and white wigged men were running up the narrow staircase and I wanted to keep six feet but I couldn’t so just went fast. Then I was in the same location but in an indoor type mall and there was a car dealership and I felt like I’d been there before or it was familiar and I said “I love when the car dealers are up like this. I know one with three floors but this must be six!” And it was row after row and I could see down several floors of ramps of cars.",Dreamer 10,Vera,election,10/10/2020
196,,14/7/2020,"I was with a partner, I think it was my late husband’s best friend growing up, Noah, and we were in a fancy apartment settling in for the night. I went to take a walk and found these bird nests in little cartons. They weren’t safe where they were so I picked them up to carry them to safety across the street to the median. An egg rolled out and a baby bird was almost alive but not fully formed. It was trying to breathe and fly but it couldn’t and it was blue. It died and I was paralyzed with fear and regret that I never should have moved it.",Dreamer 10,Vera,pandemic,17/10/2020
197,,15/7/2020,I dreamed about another baby bird only it was smaller and it didn’t breathe. It was also blue.,Dreamer 10,Vera,pandemic,17/10/2020
198,,16/7/2020,My ex Rory and I are at some kind of party and there is all this fake jewelry and donated supplies for self care. I had already looked through it and realized some of it I donated last year (but in real life I’ve never seen before). It was time to go and I realized he had pimples to pop on his face that looked strange and they were like brown poop. It was so weird but he let me pop them (also not reality based) and they were full of brown squishy material. They were huge and on the side of his face. It was like that pimple popper show - haven’t seen it in years - but a satisfying feeling like that and also gross. It looked like poop.,Dreamer 10,Vera,pandemic,20/10/2020
199,,17/7/2020,"I was with work colleagues and we were packing our scrubs and haphazardly bunking in an old hospital so we could work but also it was like camp. I had a top bunk and I was wearing my scrubs and on them, as a Halloween joke, someone used tape to make a sign for Trump and Pence. I was horrified but I wore it as the joke. We got in trouble by the housekeeper for our room being unclean and someone said “yes it needs to be clean, it’s still part of the hospital.” I thought we just got here and haven’t had time. How am I supposed to do something before I get here and why am I getting chastised? Then we went to play volleyball outside in the dark but it was on a hill and the net was so high. There was also a net behind me making it hard to move backwards and my teammates kept yelling at me to get the ball but I couldn’t. We were on the down slope. Then we changed sides to the upslope and there was more space and the playing field was LITERALLY not level. Then these three guys held me down and were touching me. Their hands felt like snakes and I started fighting and crying and they only held me down more. I woke up sweating and crying.",Dreamer 10,Vera,election,25/10/2020
200,,18/7/2020,"In my dream I woke up and I was in my apartment but it was the inverse layout and the lights were on. There was nothing on the walls, except there was this strange out of place headless glass bust on top of the TV. It was so out of place. I went to get water and felt like someone was there and things started falling out of the water tray but they were words and ideas not water. Later in this dream a PT I work with called to ask how to get her driver’s license and I consulted with Rory for some reason and I was annoyed by this. She said she was running late but on her way. I kept thinking, “Where are we going and she needs to quarantine!”",Dreamer 10,Vera,pandemic,27/10/2020
201,,19/7/2020,"It was dark icy blue kind of dark and I was in a room that was large and new to me, I was hiding from people and went from window to window making sure the blinds were closed and the deadbolt on the door was locked. Then I woke up.",Dreamer 10,Vera,pandemic,14/11/2020
202,,20/7/2020,"I was at a secret FBI facility that was underground, a big convention like center that also had a gravel processing plant or quarry or something and also connected to a hotel. I was carrying my dog Pinto in my arms the whole time. We kept getting off at the wrong spot and we tried to get through the gravelly areas, but there were people and dead bodies moving along with the gravel in the opposite direction. I heard someone in the FBI operations say while looking at a screen map of the facility that it is a super spreader concentrated wave of virus. Like they were tracking virus concentrations in the air at specific places and some were red. The crowds of people were white and wearing red shirts, some had funny looking jaws and no teeth, they were all packed in together. I tried walking down these steep slanted steps but I couldn’t see what step my foot would land on next and I didn’t want to fall, but people in suits rushed by me.",Dreamer 10,Vera,pandemic,18/11/2020
203,,21/7/2020,"In my dream I was flying in from Europe back to America for some kind of conference and everybody was supposed to be wearing masks but not a lot of people were and it was a really crowded conference in this one little room. All these materials were set out at all these places and we had to find activities. A lot of it looks like low function activities that I might bring for a low function OT group at work. I was trying to navigate in between these rows and there was no room to get in between them. People kept commenting on that. Then at some point I took a break from that dream and went to another dream. I was with my ex Rory and the dogs and we were running around the park, then just walking. This lady let her dog loose. One of Rory’s dogs, Trevor, isn’t friendly, so we were trying to keep him from hurting the dog and all the dogs got loose so we were chasing them up and around and climbing trees and then going up a tree. There was this group of people and this lady I knew a long time ago (somebody I’ve cut cords with in the past) and she was being irresponsible and just laughing while we were trying to save the dogs. Then I returned back to the other dream and I was trying to collect the materials I might need. Someone told me I should take this one thing and it was a picture with a cross on it to take to work. I went to go get that and tried to make my flight on time but I kept leaving and trying to return because I forgot something and was busy and cramped walking against the tide of people in the other direction. There is a friend from high school, “Karen,” and I haven’t talked to her in years. Then I woke up. Frustrated.",Dreamer 10,Vera,BLM,5/12/2020
